NORAD_CAT_ID,EPOCH_UNIX,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,APOAPSIS,PERIAPSIS,BSTAR,ORBITAL_PERIOD,SEMI_MAJOR_AXIS,ORBITAL_VELOCITY,PERIGEE_ALTITUDE,APOGEE_ALTITUDE
51,1754742671,12.18362299,0.0106732,47.2135,293.7644,348.942,10.9027,1684.833,1514.536,0.00046724,7091.486667874971,7977.8195140481885,6.999705545005166,-4856.464,-4686.1669999999995
121,1754712212,14.00154584,0.0098187,66.747,97.0978,226.169,133.1247,964.658,821.866,6.08e-05,6170.74721515178,7271.396892622343,7.338744655703699,-5549.134,-5406.342
124,1754736595,14.35117723,0.0072035,66.546,351.7232,342.1053,17.7511,826.202,723.152,0.00015871,6020.412027202036,7152.812202908125,7.418827002935707,-5647.848,-5544.798
125,1754703788,14.07382572,0.0079726,66.8774,350.4953,290.9223,68.3344,926.118,810.571,6.6182e-05,6139.055699490358,7246.479403586561,7.3649609017682005,-5560.429,-5444.882
126,1754731663,14.43601289,0.0053552,66.7075,208.2124,132.9542,227.6073,784.781,708.472,0.00042737,5985.032062409027,7124.761547152767,7.447197954707549,-5662.528,-5586.219
127,1754723296,14.47010889,0.0072073,66.8277,60.8309,249.6693,109.666,786.7,684.16,0.00039451,5970.929497269319,7113.5650697397405,7.439276338078726,-5686.84,-5584.3
128,1754741207,14.01918379,0.0093241,66.6728,239.3093,177.1702,182.9929,954.904,819.419,8.1753e-05,6162.983615467673,7265.296706627487,7.34546392968143,-5551.581,-5416.096
138,1754706189,14.04296195,0.0030266,67.1547,150.1409,351.3302,8.726,900.922,856.994,0.00027711,6152.548180905667,7257.093110752041,7.39605474153674,-5514.006,-5470.0779999999995
148,1754730631,14.1011186,0.0133665,65.7707,213.8514,124.8534,236.5201,955.726,762.256,0.00047092,6127.173485371579,7237.125954242804,7.330080029065616,-5608.744,-5415.274
150,1754744777,13.83492898,0.0050327,66.2488,311.7573,75.6435,285.0215,988.414,914.638,0.00027101,6245.062777329847,7329.660940431786,7.344530146225083,-5456.362,-5382.586
154,1754736348,14.06068996,0.0089196,66.6558,218.7089,232.0513,127.2489,937.533,808.181,0.000242,6144.79092034542,7250.991899044495,7.355694955116576,-5562.8189999999995,-5433.467
196,1754723806,8.89680651,0.0099831,91.1035,190.0614,303.2574,55.8763,3558.207,3361.777,-0.00014842,9711.349786340357,9838.126692439351,6.306551061692079,-3009.223,-2812.793
210,1754695013,13.88627355,0.0043524,66.4568,55.9376,160.9678,199.3036,965.27,901.624,0.00048008,6221.971624633594,7311.582147796559,7.358626965033819,-5469.376,-5405.73
224,1754723243,14.11488606,0.007227,66.7336,223.3771,252.6445,121.5489,906.553,802.016,0.00023776,6121.197127113048,7232.419195431045,7.377629634107933,-5568.984,-5464.447
227,1754664664,14.40412512,0.0128523,48.1486,313.8072,211.3743,147.9438,848.843,665.433,0.00011401,5998.281692237897,7135.27284220013,7.386112522927627,-5705.567,-5522.157
230,1754703063,13.96705521,0.0089119,66.883,96.2299,34.704,325.9812,970.136,840.319,9.6812e-05,6185.985427918989,7283.362762741956,7.339355518446344,-5530.6810000000005,-5400.864
232,1754704985,14.005731,0.0061553,66.8197,267.5521,321.5673,38.1034,936.562,847.065,0.00012215,6168.903286804522,7269.948272519535,7.366415757613608,-5523.9349999999995,-5434.438
233,1754745077,15.39296256,0.0021568,66.8202,312.6583,282.8623,77.0122,462.914,433.468,0.0048732,5612.954599429624,6826.326124045142,7.632953675811044,-5937.532,-5908.086
234,1754730672,14.03827526,0.0070913,66.8741,217.0169,349.4345,10.5247,932.047,829.1,0.00023615,6154.602214289393,7258.708211984784,7.36523077745548,-5541.9,-5438.9529999999995
244,1754742055,13.95582187,0.0075331,66.8403,275.3725,302.1042,57.2743,964.031,854.24,0.00014254,6190.964660112848,7287.270595089379,7.347507782872965,-5516.76,-5406.969
253,1754726865,15.09255164,0.0021351,66.9096,190.734,281.0554,78.8185,553.244,523.709,0.0029614,5724.678110162159,6916.611689607426,7.5830331971956015,-5847.291,-5817.756
323,1754709559,14.1596207,0.0081967,66.8373,173.0669,312.5836,46.8359,898.2,779.886,0.00023274,6101.85836404502,7217.1781907021,7.378272681771846,-5591.114,-5472.8
334,1754731794,13.91676467,0.0083091,66.9218,222.6007,323.713,35.8332,983.428,862.1,5.9831e-05,6208.339513439513,7300.898639016496,7.334938441875357,-5508.9,-5387.572
351,1754738695,14.78503105,0.0030194,66.7413,251.576,220.2312,139.6577,655.228,612.882,0.0012196,5843.748295679095,7012.190090824719,7.524412902768149,-5758.118,-5715.772
402,1754712246,14.65852712,0.0031007,66.6548,23.4491,206.286,153.6684,696.209,652.473,0.0019337,5894.180178724532,7052.476019337798,7.50223759803159,-5718.527,-5674.791
407,1754743213,15.34356345,0.0007807,66.2928,265.9659,230.2009,129.8451,468.176,457.494,0.0084304,5631.025692405241,6840.96999514335,7.635261849478609,-5913.506,-5902.824
461,1754740493,14.93306782,0.0033072,67.4961,252.4044,266.536,93.1993,610.673,564.598,0.001875,5785.817157026747,6965.770306343863,7.547321092742821,-5806.402,-5760.327
469,1754736631,14.34327963,0.0050674,66.8313,252.9319,66.3943,294.2468,813.562,741.043,0.00030931,6023.726945913276,7155.437584194719,7.4333245016966645,-5629.957,-5557.438
470,1754705011,14.08768231,0.0064168,66.2322,357.1046,162.8652,197.4618,910.061,817.123,0.0002177,6133.017347975673,7241.726884813757,7.378853412555763,-5553.877,-5460.939
510,1754706593,13.70019323,0.0015882,80.5126,273.1222,174.5335,204.09,1011.221,987.786,9.391e-05,6306.480394072515,7377.638642296445,7.3458228611723175,-5383.214,-5359.779
511,1754745455,13.68516766,0.0032559,80.4296,140.9805,58.8544,122.6388,1028.941,980.864,7.6003e-05,6313.404566648912,7383.037818658507,7.330895673563111,-5390.136,-5342.059
516,1754733864,13.92577347,0.0089437,65.9928,215.6977,304.6962,54.5708,984.883,854.346,0.00015941,6204.323241802669,7297.749589313058,7.331870300888323,-5516.654,-5386.117
538,1754702352,14.6160121,0.0009207,67.8045,64.8741,242.6639,117.3548,694.516,681.505,0.001036,5911.325155512152,7066.145547620342,7.511320466338857,-5689.495,-5676.484
545,1754659521,13.70781504,0.0165427,67.2314,280.012,283.2814,74.9855,1118.769,874.768,0.00038313,6302.973869130933,7374.9036490573835,7.238122961569207,-5496.232,-5252.231
629,1754698313,8.65566249,0.0066061,87.3305,220.9421,320.7246,38.8828,3708.072,3575.685,0.010108,9981.904920601866,10020.013320605985,6.270106908837215,-2795.315,-2662.928
631,1754694331,8.55877752,0.0166257,88.4024,234.3828,34.8845,326.2772,3885.198,3549.509,0.0,10094.899627674866,10095.48876436188,6.184308295966949,-2821.491,-2485.802
644,1754716802,13.60858039,0.0143082,67.0989,291.9379,335.0183,56.9892,1138.611,926.543,0.0012236,6348.935562998868,7410.712400455083,7.236736329854059,-5444.457,-5232.389
656,1754541024,12.72257291,0.0669208,66.2895,125.3983,275.2625,77.2424,1891.457,854.064,-0.00077305,6791.079179596542,7750.895394625574,6.712551713908808,-5516.936,-4479.543
660,1754746425,14.97309492,0.0012833,66.5019,17.8836,34.1798,33.7224,584.139,566.292,0.0020936,5770.350115432248,6953.350520029863,7.5693767350534005,-5804.708,-5786.861
720,1754744275,14.50126102,0.0110555,58.4708,164.0421,29.1585,331.5555,803.77,646.707,0.00025265,5958.1025319686305,7103.373674575733,7.41602690859573,-5724.293,-5567.23
732,1754705417,13.99657305,0.0433296,78.5533,257.7203,134.844,228.8796,1210.125,579.843,0.0016527,6172.9395968108065,7273.119075560611,7.095872415332343,-5791.157,-5160.875
739,1754736930,13.8487477,0.0637238,30.4281,322.3475,292.2449,61.1774,1413.412,479.886,7.8328e-05,6238.831255478789,7324.784283644909,6.92761565037681,-5891.114,-4957.588
831,1754712230,12.69536628,0.1290474,60.6753,269.0943,223.4205,125.7802,2385.491,382.169,0.0018662,6805.632708377438,7761.965076329905,6.299849473291528,-5988.831,-3985.509
977,1754432728,13.78897712,0.0125889,80.0463,122.3094,253.823,104.9036,1060.278,875.324,0.00021812,6265.874491493826,7345.936005935534,7.281144330413286,-5495.676,-5310.722
1313,1754026670,12.00771697,0.1172934,96.4352,309.2801,284.5249,62.8746,2622.271,732.547,-0.00022481,7195.372793667704,8055.54409927101,6.258006688099878,-5638.4529999999995,-3748.729
1335,1754747124,13.86047627,0.0528805,56.0766,320.6951,329.1343,27.9501,1329.636,555.397,0.00022724,6233.552030748508,7320.651603834708,7.0053740844509305,-5815.603,-5041.364
1389,1754740587,13.14256173,0.0021094,89.8475,223.8159,276.3738,204.0761,1222.741,1190.742,0.0018551,6574.060809071809,7584.876100556406,7.240808407493654,-5180.258,-5148.259
1392,1754709463,14.9607225,0.0192718,55.8635,94.2211,104.7933,257.4525,713.126,444.971,0.0022675,5775.122157369071,6957.1835755399525,7.4323651194654206,-5926.029,-5657.874
1399,1754515916,12.99754721,0.0009849,90.2596,17.3528,49.2919,310.9057,1270.579,1255.528,0.0028469,6647.408053538434,7641.188363032936,7.222145486424403,-5115.472,-5100.421
1549,1754703449,12.64284256,0.0844219,56.1632,77.9984,32.2695,332.711,2062.406,748.219,0.00019626,6833.9061876287415,7783.447877848145,6.581613782847699,-5622.781,-4308.594
1576,1754709139,11.81928702,0.1399862,34.2236,170.2282,152.4249,215.8235,2902.419,623.182,0.00087926,7310.085612930651,8140.935649610853,6.0830704525718975,-5747.818,-3468.581
1617,1754664875,12.34727399,0.0238486,56.1294,164.3166,262.0769,277.4136,1717.611,1340.461,0.0015819,6997.495971173472,7907.170759788082,6.938908039821019,-5030.539,-4653.389
1634,1754725680,12.48446779,0.0854647,56.152,193.0344,20.5318,342.786,2141.824,800.176,0.00041311,6920.5993762269945,7849.135369692831,6.547085888509176,-5570.824,-4229.1759999999995
1835,1754704378,15.057411,0.0012013,32.393,198.1781,111.1928,249.0018,557.556,540.912,0.000268,5738.038232469048,6927.368727909847,7.584209172914037,-5830.088,-5813.4439999999995
1883,1754716496,15.18681323,0.0015079,32.091,260.2957,228.4169,131.5199,520.213,499.441,0.00025356,5689.1461488000405,6887.961960605008,7.603587285554779,-5871.559,-5850.787
1915,1754735352,14.58105192,0.0029134,31.8781,329.25,340.4815,19.4708,719.92,678.681,7.7344e-05,5925.498412188632,7077.435775977136,7.490373648019281,-5692.3189999999995,-5651.08
1942,1754714873,13.13047711,0.0332177,67.2714,295.1131,105.8463,292.7237,1463.501,959.288,0.0021018,6580.11123862353,7589.5292085121155,7.016792188458844,-5411.7119999999995,-4907.499
2092,1754662646,12.34326037,0.1299612,79.8599,267.8893,28.45,338.1641,2558.598,502.902,0.00025017,6999.771325410355,7908.884767166219,6.2351554697749645,-5868.098,-3812.402
2141,1754726833,14.05381445,0.0115202,90.2275,250.4142,334.2493,25.298,958.782,791.662,0.00029299,6147.797119948456,7253.3566284855615,7.3353904652868005,-5579.338,-5412.218
2153,1754662018,12.38559567,0.128289,79.7471,345.3592,331.4509,30.367,2525.027,500.408,0.0001248,6975.8453531044415,7890.852204544419,6.252910655058846,-5870.592,-3845.973
2224,1754558221,12.52160405,0.0138195,101.1311,153.4358,123.4756,354.8853,1563.73,1347.217,0.00018448,6900.074435750905,7833.608508969197,7.04176421584305,-5023.782999999999,-4807.27
2226,1754484580,13.51161018,0.0246274,89.0709,336.777,234.0484,123.7599,1251.371,884.613,0.00018514,6394.500644185991,7446.126956004975,7.145330740707439,-5486.387,-5119.629
2329,1754711007,13.92068903,0.0020739,144.2869,319.1688,159.3285,232.6232,936.53,906.253,0.00045785,6206.589330011059,7299.526451147229,7.38151256180107,-5464.747,-5434.47
2367,1754739098,8.92780739,0.275262,84.5557,139.9252,136.4182,249.0548,6138.994,735.414,0.0,9677.628137091788,9815.338912443569,4.8078237498354905,-5635.586,-232.0060000000003
2375,1754727377,8.74856909,0.1625482,86.467,94.561,159.7361,207.6453,5187.996,1953.629,0.24652,9875.900745729836,9948.947918072101,5.376190276913081,-4417.371,-1183.004
2377,1754301750,8.68852467,0.0548569,87.3714,194.0804,261.0943,92.7456,4164.877,3068.317,0.023425,9944.150852022614,9994.731897644422,5.981998164224358,-3302.683,-2206.1229999999996
2380,1754704368,8.68187372,0.0477108,87.2211,109.335,131.088,233.2206,4098.801,3144.601,0.43484,9951.768798590634,9999.835709698802,6.023469832313656,-3226.399,-2272.1989999999996
2684,1754507142,14.06567287,0.0453868,39.9605,126.625,268.5309,86.3433,1200.166,542.123,0.00028769,6142.614064648014,7249.27930536518,7.092918803538091,-5828.877,-5170.834
2775,1753917436,12.71685044,0.0125453,100.9276,226.2652,67.4569,3.9786,1472.352,1277.819,2.5434e-05,6794.135105044139,7753.220443097746,7.087268728953016,-5093.1810000000005,-4898.648
2789,1754714192,15.27741818,0.0026552,32.2675,279.3176,233.9248,125.8958,500.783,464.35,0.0029264,5655.405840308025,6860.701597503173,7.609973594099995,-5906.65,-5870.217
2888,1754484942,11.87419998,0.0721265,59.2033,330.918,43.9579,42.688,2323.048,1152.317,-0.00025493,7276.279677412002,8115.817429863457,6.525411463756407,-5218.683,-4047.952
2934,1754739173,12.50889025,0.0357764,55.5952,301.031,165.8641,217.567,1741.229,1180.332,0.0032413,6907.087541198948,7838.915564800131,6.886404716973971,-5190.668,-4629.771
2949,1754700135,8.84497552,0.2258892,85.599,57.6934,92.6675,42.956,5729.388,1267.388,0.0048274,9768.257674047243,9876.523114710575,5.05211649811341,-5103.612,-641.6120000000001
2977,1754686588,12.56853209,0.0059685,101.564,185.08,157.3882,270.1743,1482.601,1389.324,0.00010093,6874.31112729092,7814.097079580177,7.106142397768206,-4981.6759999999995,-4888.398999999999
3045,1754735891,12.44554579,0.0290547,55.4305,8.4791,66.06,331.7186,1715.886,1258.827,0.0010588,6942.24274755571,7865.491691591249,6.92115211926211,-5112.173,-4655.114
3051,1754690213,12.6227713,0.0089924,101.1175,203.0094,26.9398,29.659,1483.628,1343.496,7.9601e-05,6844.772668898786,7791.696580669594,7.094881019825279,-5027.504,-4887.372
3124,1754743955,13.56429002,0.033148,66.986,277.303,295.7667,60.9534,1294.885,802.516,0.0035629,6369.666224520905,7426.835364126454,7.093872860739441,-5568.484,-5076.115
3127,1754513982,12.84873146,0.0320985,105.3345,248.0215,113.6339,62.319,1569.102,1074.78,9.1235e-05,6724.399234973193,7700.075905885237,6.973956073641033,-5296.22,-4801.898
3164,1754716282,14.03725829,0.0056559,66.7469,150.2041,267.1596,92.3015,921.98,839.867,0.00046223,6155.048102345632,7259.05879323586,7.375632689163442,-5531.133,-5449.02
3166,1754746383,13.44918405,0.0041442,89.9811,333.9118,185.6695,188.3265,1121.969,1060.062,0.00011695,6424.181547281301,7469.150609605591,7.281961059405342,-5310.938,-5249.031
3213,1754542465,13.89012445,0.0049109,90.222,106.3063,235.6538,251.1853,967.996,896.196,0.00024886,6220.246644370418,7310.230709323941,7.35519881273736,-5474.804,-5403.004
3373,1754712538,14.48850184,0.0156778,30.9752,175.6992,15.4383,345.095,840.839,617.978,0.002198,5963.349485967281,7107.5434144590645,7.379651679498816,-5753.022,-5530.161
3416,1754612755,12.6714054,0.0119168,101.6818,345.6712,51.3716,12.4535,1486.226,1300.998,-9.852e-06,6818.501758297466,7771.746940462561,7.083252083990162,-5070.002,-4884.773999999999
3454,1754709513,15.05972315,0.0016177,32.2596,217.8331,157.93,202.2059,559.73,537.319,0.00043578,5737.157259760117,6926.659661068471,7.581440957079606,-5833.6810000000005,-5811.27
3462,1754714321,15.23634709,0.0013977,32.0192,204.7297,214.3085,145.6673,504.497,485.284,0.00030899,5670.6505496128075,6873.025201044658,7.6127002717296985,-5885.716,-5866.503
3506,1754742126,12.90934612,0.0954917,62.3661,306.4356,201.104,154.7916,2030.809,564.829,0.00018593,6692.825430262768,7675.953666752549,6.55408075223952,-5806.171,-4340.191
3509,1754738943,16.02995748,0.0016371,62.3066,341.389,62.5725,297.708,277.007,255.252,0.0032562,5389.908245720437,6644.264727752852,7.7410667937796545,-6115.748,-6093.993
3549,1754711870,14.59641756,0.0273495,62.302,140.9917,252.4566,104.6457,887.761,500.904,0.0005561,5919.260643568489,7072.467962525597,7.31208397153865,-5870.096,-5483.239
3561,1754745388,14.34280468,0.0375984,62.2691,282.5838,225.8531,131.1047,1046.499,508.422,0.0012831,6023.926416600968,7155.595547549884,7.195205264665077,-5862.5779999999995,-5324.501
3565,1754740324,14.22304187,0.0444914,62.2784,228.9654,164.7514,196.7472,1137.72,497.426,0.00066678,6074.649908908691,7195.707737707721,7.125715067865796,-5873.574,-5233.28
3583,1754726626,12.85440485,0.0707807,62.0769,203.1977,69.0603,298.4628,1864.531,774.819,0.00075456,6721.431369885631,7697.810080887253,6.709632040710232,-5596.1810000000005,-4506.469
3591,1754703388,14.03879667,0.0089401,90.2111,75.0889,39.3003,321.4621,945.285,815.502,0.00010925,6154.373628377367,7258.528482123018,7.35171760855464,-5555.498,-5425.715
3606,1754717795,13.05311077,0.0741028,62.2525,171.5912,212.4376,142.8965,1805.979,676.728,0.00040675,6619.11183643468,7619.488635855892,6.7216104177423075,-5694.272,-4565.021
3618,1754535275,12.55881433,0.0083999,80.5387,92.1942,142.6055,334.4298,1505.664,1374.321,0.00038587,6879.630332109544,7818.127488211058,7.0870544349476186,-4996.679,-4865.336
3679,1754693770,13.97216547,0.0512788,62.7473,156.6873,196.2049,162.2063,1276.843,530.061,0.00044203,6183.722930100684,7281.586748533517,7.035465899531109,-5840.939,-5094.157
3686,1754722081,13.16079489,0.0653794,62.2566,181.0976,101.9854,265.516,1695.171,704.297,0.0020664,6564.953007940997,7577.869015584032,6.799413997818432,-5666.7029999999995,-4675.829
3713,1754658109,13.12515508,0.0630993,62.223,267.2382,292.6618,60.8853,1692.469,734.422,0.001727,6582.779363243912,7591.58068765967,6.808829137158201,-5636.5779999999995,-4678.531
3743,1754577817,12.20675283,0.0261284,56.6638,331.6992,52.0107,44.5385,1797.788,1381.419,-0.00071904,7078.049437329354,7967.738535918379,6.896686704730545,-4989.581,-4573.2119999999995
3744,1754743666,13.99495008,0.0131683,66.9764,161.3704,333.6579,25.7848,991.328,799.764,0.0019395,6173.655461870715,7273.681365332331,7.313051077072123,-5571.236,-5379.6720000000005
3745,1754744308,12.50965425,0.0165001,56.0176,159.3962,253.5784,289.4247,1589.799,1331.124,-8.5295e-05,6906.665705808776,7838.596398374284,7.0206706210061975,-5039.876,-4781.201
3750,1754734916,14.6591473,0.0198639,78.572,111.147,176.5132,183.7503,814.228,534.056,0.0030003,5893.930815471102,7052.277106657593,7.377612312334207,-5836.9439999999995,-5556.772
3753,1754691574,15.68360052,0.0049465,62.3885,60.7937,47.5105,313.0185,396.943,330.247,0.0033094,5508.9390914937685,6741.729555483867,7.65939692204689,-6040.753,-5974.057
3755,1754693364,12.80882142,0.0777268,62.2437,178.6009,50.523,316.1921,1937.672,738.183,0.0021967,6745.3512830691025,7716.062334842722,6.65503721344092,-5632.817,-4433.3279999999995
3784,1754735497,13.35353928,0.0619401,62.2484,118.8443,351.9394,7.2007,1591.485,661.792,0.001186,6470.194769217768,7504.773380114493,6.856142284308617,-5709.208,-4779.515
3790,1754714004,13.39737784,0.0701575,62.9987,43.1147,287.0007,65.5323,1635.625,584.891,0.00019382,6449.023161983166,7488.393152735762,6.807242770574113,-5786.109,-4735.375
3810,1754695402,13.51829873,0.0061676,89.9755,216.3488,111.524,279.1287,1111.445,1019.626,0.00064351,6391.336789167109,7443.670636053491,7.279692532304615,-5351.374,-5259.555
3843,1754717626,13.03010383,0.0693256,62.2655,159.6779,42.63,322.6408,1779.167,721.473,0.0037751,6630.79904252766,7628.455030041292,6.749982484118133,-5649.527,-4591.8330000000005
3901,1754736394,12.95368377,0.0830503,61.2691,242.3044,117.9924,250.7605,1916.328,644.258,0.0003096,6669.917340432343,7658.428243242379,6.644386661936997,-5726.742,-4454.6720000000005
3911,1754725951,13.39993759,0.0792182,62.9195,196.9178,52.8066,314.2627,1702.446,516.163,0.0015178,6447.791224376889,7487.4394654728385,6.745938681298573,-5854.8369999999995,-4668.554
3927,1754710193,14.87252039,0.0181228,38.9768,19.6541,355.696,4.2251,733.11,479.946,0.0028492,5809.371763113784,6984.66303938897,7.426230499371003,-5891.054,-5637.89
3978,1754736585,14.6975632,0.0034238,32.5654,329.3284,36.1634,324.1329,685.952,637.745,0.0001137,5878.525495981538,7039.983108189748,7.5064789549988875,-5733.255,-5685.048
4008,1754713793,13.97562717,0.0536445,62.8471,32.5528,163.7885,198.1105,1292.802,511.697,0.00097103,6182.191249739814,7280.384288028441,7.019378460810577,-5859.303,-5078.198
4026,1754547650,14.17285199,0.0408513,38.8197,301.1037,215.2446,142.064,1129.198,539.903,0.0032235,6096.161877719574,7212.685684326325,7.143307492288232,-5831.097,-5241.802
4133,1754706778,15.11981611,0.0018048,69.9007,103.8553,319.3062,40.6754,542.627,517.691,0.0014941,5714.355212485451,6908.294371866789,7.590112814720759,-5853.309,-5828.373
4158,1754734644,14.12697491,0.0043468,70.018,103.5689,243.2529,116.4135,881.578,818.738,0.00024539,6115.959046465101,7228.2926169898965,7.401025339630581,-5552.262,-5489.4220000000005
4187,1754745077,15.14002604,0.001088,69.9544,181.0263,178.6229,181.4969,531.52,516.501,0.0021127,5706.72730494194,6902.145231160362,7.598944282610263,-5854.499,-5839.48
4209,1754706962,14.04983734,0.0040004,70.0323,166.2093,8.6199,351.5589,905.612,847.569,0.00010463,6149.537386743867,7254.725376781313,7.39006369751329,-5523.4310000000005,-5465.388
4216,1754708724,14.24430461,0.0048338,70.1074,16.2711,206.7131,153.1501,845.158,775.662,0.00016339,6065.582165333938,7188.545176639734,7.417885977746749,-5595.338,-5525.842
4276,1754590033,15.25964568,0.0010745,70.0479,357.7166,277.9344,82.061,495.27,480.515,0.0019906,5661.992539790085,6866.027547418749,7.619049257636542,-5890.485,-5875.73
4277,1754746592,14.07348107,0.0043679,70.0239,340.0196,282.3661,77.2564,900.115,836.81,0.00010875,6139.206040797979,7246.597710678719,7.391498021321576,-5534.1900000000005,-5470.885
4432,1754736859,14.2997521,0.0053394,69.9772,284.6936,206.5982,153.2401,830.099,753.532,0.00018033,6042.062785130381,7169.950690219243,7.423762892456084,-5617.468,-5540.901
4438,1754706330,14.64560996,0.0049621,70.0951,261.7678,257.2095,102.35,713.503,643.472,0.00031412,5899.37873779072,7056.62217988287,7.486081350153515,-5727.528,-5657.497
4451,1754698736,14.54183231,0.0032486,70.0325,67.88,189.1958,170.8588,735.053,688.987,0.00043834,5941.479598866314,7090.155385803093,7.481130496870748,-5682.013,-5635.947
4453,1754712142,14.11029482,0.0033972,70.1328,132.733,202.6132,157.3487,880.428,831.278,5.6983e-05,6123.188856233976,7233.98797776239,7.405134957992575,-5539.722,-5490.572
4499,1754609596,12.5128928,0.0027763,101.369,240.7255,247.6416,141.5217,1480.867,1437.35,0.00014799,6904.8781429662695,7837.243831762172,7.118309658302232,-4933.65,-4890.133
4603,1754716596,13.86620084,0.0019158,99.5033,316.6898,5.8778,23.7414,954.523,926.481,0.00052455,6230.9785497092225,7318.636609864375,7.373015573912039,-5444.519,-5416.477
4607,1754711198,12.31115094,0.0615548,100.1842,178.5413,67.0689,313.4662,2032.171,1056.82,0.0013327,7018.027836802723,7922.6305450446625,6.675134897254386,-5314.18,-4338.829
4614,1754714808,13.91852131,0.0077633,100.1047,211.8611,208.5252,151.1646,978.824,865.475,0.00055422,6207.555966302573,7300.284334278845,7.339252615924403,-5505.525,-5392.176
4615,1754744221,13.72543553,0.0060163,100.1197,328.167,182.7099,189.0435,1034.787,946.124,0.0003363,6294.882214203953,7368.590443861036,7.317864212906639,-5424.876,-5336.213
4616,1754732722,12.72957361,0.0978259,62.7933,228.9934,53.3806,315.3184,2127.879,611.958,0.00049395,6787.3443877276895,7748.053368654943,6.50810824360162,-5759.042,-4243.121
4617,1754710651,14.38279995,0.0307727,62.9411,243.9222,293.2816,63.6137,983.978,544.4,0.00074927,6007.175257971936,7142.324011212731,7.25128045086955,-5826.6,-5387.022
4635,1754730359,13.05140394,0.0910698,62.8174,182.4604,182.9158,176.6313,1935.984,548.052,-0.00012691,6619.97746734364,7620.152926502356,6.607482747923738,-5822.948,-4435.016
4654,1754704905,14.14763623,0.0028499,100.0129,350.5425,206.0462,153.9275,863.698,822.539,0.0013476,6107.027251435062,7221.253399081971,7.4157319043984256,-5548.461,-5507.302
4655,1754607785,13.69152799,0.0053825,99.9653,314.412,222.3626,137.3356,1042.343,962.889,0.00022024,6310.471706525723,7380.751139701955,7.316457265141437,-5408.111,-5328.657
4657,1754745318,13.71593439,0.0016751,100.14,78.0621,127.1445,286.2342,1006.207,981.509,0.00049102,6299.242730629598,7371.992906386528,7.348001966984079,-5389.491,-5364.793
4667,1754715899,13.65775857,0.068941,62.9237,44.5897,94.2469,273.7599,1524.452,505.103,0.0012923,6326.074630560701,7392.912290233006,6.8595237667942035,-5865.897,-4846.548
4668,1754738798,12.87037897,0.0927277,62.9828,285.7839,298.9228,52.1828,2026.514,600.095,7.4318e-05,6713.089039677283,7691.439318334248,6.565748622079427,-5770.905,-4344.486
4679,1754713585,13.68336987,0.0016519,100.1655,20.1777,264.7366,274.4697,1017.747,993.352,0.00042683,6314.234053515357,7383.684484942917,7.342341074564214,-5377.648,-5353.253
4683,1754729822,13.34814732,0.0123611,100.4548,251.7569,106.6063,272.4169,1221.452,1035.867,0.0004318,6472.80839270809,7506.794270508252,7.20420088828365,-5335.133,-5149.548
4688,1754740830,13.5358688,0.0019538,100.0483,315.1428,321.1766,56.4335,1073.624,1044.562,0.00022683,6383.040592119215,7437.227797569716,7.313604092656693,-5326.438,-5297.376
4689,1754702662,13.55938978,0.0070692,99.3805,65.6619,87.8652,66.5868,1103.004,997.975,0.00033935,6371.968163894762,7428.624583485834,7.280507677589768,-5373.025,-5267.996
4705,1754725551,13.58655518,0.0042845,100.0163,341.0354,295.5986,87.4427,1072.37,1008.799,0.0006356,6359.227843654186,7418.719258527262,7.30569186704868,-5362.201,-5298.63
4708,1754706586,13.87978451,0.006553,100.053,281.5815,211.2339,167.3481,983.654,887.798,0.001245,6224.880504286734,7313.860831246776,7.341304409426678,-5483.202,-5387.346
4710,1754735003,13.55835498,0.0003958,100.1803,219.7045,215.7439,303.9727,1053.808,1047.927,0.0002337,6372.454484887664,7429.002556720823,7.329069582815626,-5323.073,-5317.192
4715,1754710592,13.82288728,0.0035011,99.1552,286.4289,220.7693,167.3079,981.459,930.105,3.147e-05,6250.5031148600965,7333.917107110879,7.353648837357013,-5440.895,-5389.541
4716,1754708911,14.05056556,0.0007213,99.9551,337.5916,90.617,89.652,881.572,871.107,0.00098139,6149.218665330365,7254.474706836026,7.4144648285466435,-5499.893,-5489.428
4727,1754726929,14.22176216,0.0464609,62.6878,131.8572,126.2267,238.268,1152.344,483.665,0.0011975,6075.196521216468,7196.139389845315,7.111452943632276,-5887.335,-5218.656
4733,1754709673,14.64780923,0.0097554,99.8862,180.5159,143.5884,217.2001,746.614,608.948,0.00060922,5898.492985766446,7055.915825979257,7.450656609473672,-5762.052,-5624.386
4735,1754709860,14.96827942,0.0015258,99.6229,172.245,351.9205,8.1763,587.318,566.095,0.0040589,5772.206515904284,6954.841765321643,7.566729135989124,-5804.905,-5783.682
4736,1754718257,14.02329627,0.0086734,100.0585,207.7052,330.194,29.4298,948.744,822.739,0.00089309,6161.176255317039,7263.876220441548,7.350965211556234,-5548.261,-5422.256
4738,1754711157,14.15104521,0.004988,100.084,178.9228,48.6717,311.8728,877.972,805.945,0.0015113,6105.556071500955,7220.093621528307,7.400488809057588,-5565.055,-5493.028
