NORAD_CAT_ID,EPOCH_UNIX,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,APOAPSIS,PERIAPSIS,BSTAR
29539,1754735779,14.91658634,0.008039,97.7951,287.2858,21.3274,356.8196,648.804,536.726,0.0010327
29600,1754703507,14.33669075,0.0005639,98.5458,249.5849,348.3384,36.9582,783.531,775.459,0.0010932
29637,1754730672,14.40901262,0.0005922,98.5291,261.4102,330.9023,29.1835,759.749,751.3,0.0012195
29649,1754656337,5.17815384,0.5274654,49.4714,179.0521,249.4962,48.0224,15178.945,290.734,0.0003983
29676,1754565516,1.02237942,0.0010338,12.1846,30.6141,34.7221,151.823,35287.293,35201.235,0.0
29733,1754713722,12.96184944,0.0571197,99.2325,296.3034,131.768,263.1164,1714.34,839.813,0.00085998
29734,1754640890,12.90760487,0.0612875,99.1618,171.0593,302.1978,217.6828,1768.991,828.027,0.00045017
29735,1754677961,12.74437619,0.0707574,99.3846,156.7801,93.7802,274.4422,1911.725,816.11,0.0037522
29736,1754655734,12.57264547,0.0726266,99.4159,64.0384,109.013,288.6492,2001.645,866.87,0.0012455
29737,1754690102,12.65340722,0.0707836,99.5648,196.7258,50.8209,340.9574,1951.614,850.346,0.0022666
29738,1754695952,12.60469732,0.0860547,99.414,50.78,207.2947,148.0323,2092.161,749.855,0.0054748
29740,1754667161,12.08029404,0.0981669,99.055,108.1025,88.9741,282.3461,2432.729,857.495,0.0023614
29741,1754674021,12.0063762,0.1023364,99.177,130.8143,311.4073,64.3103,2502.446,853.572,-0.00069777
29748,1753588447,11.85201383,0.06429964,100.1659,174.2799,286.156,66.9665,2270.303,1225.312,-0.07666208
29750,1754686283,14.09499968,0.0034929,98.7703,253.3421,297.4067,241.718,886.371,835.799,0.00016832
29751,1754656914,14.23488262,0.0090096,98.557,251.9252,146.5336,19.839,878.376,748.787,0.00013044
29754,1754684618,14.18502283,0.0035595,98.8815,323.3746,238.9299,250.7042,856.083,804.766,0.00078362
29758,1754709895,14.38423486,0.0020117,98.8532,332.7204,324.8781,157.5662,778.081,749.347,0.0020283
29760,1754692046,14.08155318,0.0131113,98.7609,226.6888,168.4834,191.9386,960.669,770.717,0.00021012
29762,1754692616,14.22332107,0.0204675,98.5641,207.0544,341.3321,71.0482,964.755,670.202,0.00031059
29763,1754743004,14.07733387,0.0127782,98.7441,204.7119,173.5584,314.2269,959.722,774.559,7.9289e-05
29765,1754683554,14.02098006,0.0059982,98.8385,242.89,83.1011,92.21,930.116,842.966,-5.8108e-05
29766,1754685915,13.96394788,0.0145541,98.6701,177.5474,277.9237,136.2939,1012.327,800.29,0.00083026
29767,1754690447,14.01867215,0.0339696,98.1828,201.9484,59.6458,331.119,1134.144,640.533,0.0020729
29769,1754359113,14.12601297,0.0095746,99.1166,272.0693,134.822,226.0784,919.697,781.275,0.0012348
29770,1754672781,14.19100023,0.0061881,98.8548,296.3638,272.6818,239.6164,872.995,783.805,0.0011196
29772,1754618893,14.0270188,0.0137448,98.4014,79.0551,288.647,225.0358,984.279,784.633,0.00060744
29773,1754670045,14.27215919,0.0046333,98.9751,10.8376,295.8788,84.4918,834.317,767.791,0.00020005
29774,1754707221,14.22577391,0.0051342,99.0578,157.8273,122.7474,251.2816,853.591,779.712,0.00014952
29776,1754682806,14.07685264,0.0022593,98.7863,251.0854,265.3833,269.1729,883.675,850.936,0.00021563
29777,1754690261,13.92045293,0.0093023,99.3027,277.491,189.5525,344.0051,989.377,853.571,0.00019527
29779,1754680218,14.13280268,0.0063708,98.6829,235.7579,163.1082,197.2232,894.208,802.133,0.00019888
29780,1754671113,14.19803375,0.0042407,99.2743,135.5325,125.2347,235.2808,856.57,795.469,0.0012374
29781,1754653980,14.04855208,0.0072321,98.8028,218.3061,166.033,345.8907,929.503,824.563,0.00029196
29782,1754689796,14.10940099,0.0055372,99.1106,272.7502,194.9172,345.8719,896.216,816.101,0.0010504
29784,1754679032,14.30129915,0.0059614,98.9406,136.1142,304.3078,126.9658,834.038,748.559,0.00033263
29786,1754658175,14.08983461,0.0076881,98.7456,241.5193,299.8805,212.5501,918.524,807.185,8.8948e-05
29788,1754738967,14.24751385,0.0043475,98.7933,292.8864,190.4559,185.2477,840.578,778.083,0.0013252
29789,1754507545,13.53828033,0.02974719,99.4565,47.0283,241.6107,241.8735,1279.42,836.999,0.0013555525
29790,1754737081,14.31928422,0.0076813,99.1365,208.7605,179.6545,180.4703,840.319,730.27,0.00021997
29791,1754715677,14.55834342,0.004457,99.0293,211.2272,82.3412,292.6606,738.236,675.082,0.0014148
29792,1754709048,14.1440511,0.0049818,98.7698,273.995,35.2254,325.2196,880.32,808.358,0.00086754
29793,1754651397,14.00560151,0.0144413,98.3632,49.8347,334.35,55.8518,996.846,786.87,0.00071659
29794,1754716155,14.08556191,0.0158624,98.1918,31.1202,40.9894,131.4031,979.201,749.436,0.00048609
29795,1754535307,13.9282872,0.0110962,98.8534,353.8954,266.0488,271.0354,999.704,837.769,0.000202
29796,1754622012,14.1192721,0.005123,98.88,273.3174,265.8258,120.8593,889.83,815.742,0.0005055
29798,1754706802,13.98944685,0.0111426,99.3063,283.0958,256.3842,133.0125,978.523,816.385,0.0011796
29800,1754527748,13.97622301,0.0132793,98.3061,252.7981,225.5552,163.6419,998.718,805.367,0.0019131
29801,1754736892,14.35710664,0.0102997,98.802,119.9487,276.9134,258.3253,846.359,699.056,0.00011081
29802,1754633813,14.57634951,0.0040273,98.6181,324.4735,10.9549,17.37,729.332,672.314,0.0014557
29804,1754634798,14.04274967,0.0097156,98.8083,232.2781,295.8576,126.087,949.539,808.524,8.9761e-05
29805,1754706581,13.72604432,0.0188397,99.4746,273.8527,196.5335,162.9614,1129.055,851.42,0.00016156
29806,1754657767,14.11698353,0.0027068,98.7216,239.8571,250.2839,261.9081,873.143,833.993,0.000356
29807,1754690255,14.08518109,0.0079468,98.7554,229.1651,327.4114,32.2165,922.005,806.894,0.00015623
29808,1754668772,14.84427748,0.0012885,99.0335,119.6345,145.26,273.5791,624.396,606.373,0.0041288
29809,1754665960,14.46213096,0.0117133,98.838,178.6173,7.833,169.384,821.4,654.692,0.00027659
29810,1754671365,14.2891358,0.0067333,99.2225,250.4011,21.9146,93.2024,843.668,747.065,0.00018404
29812,1754571008,14.01410291,0.0143845,98.3635,58.9793,327.0786,87.3,993.451,784.385,0.00063429
29813,1754682920,14.09403816,0.0011783,98.739,244.4777,217.4833,323.3471,869.945,852.884,0.00010235
29815,1754658347,14.62198474,0.0187539,98.0592,231.9222,172.2158,188.2028,818.568,553.605,0.00035749
29816,1754658208,14.42642017,0.0242626,99.0102,73.258,191.8789,199.0637,922.726,576.843,0.00067497
29817,1754691145,14.14027586,0.0012486,98.5472,215.4772,16.9307,42.8497,854.644,836.604,0.00025571
29818,1754693791,14.04391539,0.0115337,98.7391,103.0892,19.0129,352.5925,962.327,794.932,0.00030098
29819,1754743663,14.0204053,0.0193576,98.7194,210.5145,57.4107,68.3723,1027.37,746.109,0.0001921
29820,1754679847,14.02341396,0.0071769,98.8337,231.6381,228.6827,312.4078,937.832,833.569,0.00034929
29821,1754732185,14.10053178,0.0380431,98.8911,277.5427,115.3583,264.5972,1134.522,583.861,0.00086551
29827,1754739641,14.21439102,0.0024955,98.5928,215.9039,326.0092,186.3381,838.456,802.528,0.0002705
29828,1754687678,14.07743652,0.0062442,98.7835,269.8416,150.5244,266.1586,912.346,821.864,0.00046674
29832,1754745018,14.5621418,0.0193288,98.8121,325.7918,304.9083,53.4081,842.343,568.51,8.378e-05
29833,1754683246,14.86942845,0.0096305,99.0606,185.0084,297.9998,61.1495,674.771,540.221,0.0011582
29835,1754706615,14.43206406,0.0168521,99.0107,342.0987,49.8329,128.0649,868.015,627.837,6.5153e-05
29836,1754545267,14.53228917,0.01558,98.1877,317.9782,236.3329,152.1811,825.637,604.611,0.00033354
29841,1754679949,14.45899979,0.0202351,98.7983,162.9854,351.5388,76.95,883.091,595.056,0.00048096
29842,1754716114,14.58219215,0.0112509,98.5758,304.6896,191.8066,200.0269,778.555,619.308,0.0010224
29843,1754702846,14.28272297,0.0192284,99.0485,54.7825,294.4455,229.7501,935.49,659.537,0.00019599
29844,1754693681,14.31391579,0.0169427,98.9437,118.5311,174.0074,186.319,908.483,665.687,0.00028127
29845,1754746932,14.25956885,0.0078571,98.5191,225.2831,137.3326,352.2041,861.72,748.838,0.00044248
29846,1754667376,14.1899281,0.0083931,98.6743,265.2735,307.6039,172.7471,889.251,768.275,9.0636e-05
29847,1754691318,14.02891493,0.0085406,98.8972,219.6112,29.5455,29.781,945.823,821.78,0.00029239
29848,1754736146,14.19676553,0.0117921,98.2639,96.3502,301.2899,238.2132,911.406,741.492,0.00090696
29849,1754680214,14.0433073,0.008174,99.0163,306.0796,35.5674,81.4301,938.158,819.521,0.00068029
29850,1754684059,13.99277021,0.0101301,98.1111,161.6634,286.259,133.731,969.993,822.611,0.0010639
29851,1754666831,13.83475011,0.0142465,99.6028,259.049,199.9932,279.7589,1056.012,847.166,0.00024179
29852,1754742987,14.0594075,0.0137982,99.3726,226.8348,134.9339,351.8315,973.355,773.241,0.0016651
29853,1754637316,13.93279167,0.0161701,98.4483,352.658,213.3777,145.711,1035.129,799.198,0.0010683
29854,1754733906,13.83203026,0.0147596,98.9188,28.9358,28.7375,359.875,1060.748,844.352,0.00018461
29855,1754683622,14.00619334,0.0189489,98.1799,175.4789,43.6935,346.1296,1029.408,753.899,0.0022618
29856,1754682083,14.4236213,0.0279511,98.694,311.7047,316.5964,170.825,949.966,551.448,0.001203
29857,1754678318,13.81303827,0.0192107,98.4296,241.4474,277.7797,80.1587,1100.225,818.311,0.00090154
29858,1754717724,13.772542,0.0199616,99.2111,326.6044,36.1828,354.588,1120.397,826.891,0.00062692
29859,1754700223,13.73241492,0.0295046,98.3525,71.5208,191.6194,167.8046,1205.292,770.625,0.0014681
29860,1754682199,13.76709879,0.0220745,98.6224,266.3422,322.4116,82.7196,1137.911,813.252,0.001265
29865,1754712456,14.80275599,0.0120569,98.9257,117.7794,178.2138,337.5327,712.934,543.979,0.00044261
29866,1754718711,14.63325872,0.0196333,98.0248,210.0646,250.8107,118.1523,821.08,543.835,0.00016516
29868,1754681345,14.76312564,0.0204096,97.9691,268.1101,50.5468,9.4211,784.247,497.732,0.00085014
29869,1754680378,14.36519615,0.008833,98.8607,147.3724,22.305,40.5211,833.163,706.883,0.00033612
29870,1754716901,14.28907175,0.0119769,98.4392,195.9648,202.1914,174.714,881.305,709.471,3.9385e-05
29871,1754684448,14.41495065,0.0060195,98.9549,167.6935,120.3684,257.2395,796.494,710.636,0.00076827
29872,1754696544,14.3821148,0.0237526,98.3537,240.2232,331.3996,27.4329,934.07,594.762,0.00048719
29873,1754660657,13.98056393,0.009294,99.4602,76.9183,180.8362,234.7327,968.183,832.887,3.2691e-06
29874,1754715111,14.26916354,0.010847,98.3825,123.1708,0.9892,152.0594,879.942,724.175,0.0021308
29875,1754735918,14.24838607,0.0083332,98.4252,278.0243,70.2566,306.5517,868.929,749.145,4.9521e-05
29876,1754708780,14.20190305,0.0061755,98.3527,278.8067,23.2977,5.2995,869.192,780.23,0.0001247
29877,1754740330,14.244298,0.0045625,98.5384,230.2609,223.3615,290.3823,843.21,777.615,0.0003384
29878,1754694758,14.87624724,0.0050211,96.9591,47.431,235.7414,123.9044,640.426,570.297,0.0047235
29880,1754679377,13.932416,0.0234649,98.1855,153.5347,94.3318,295.8237,1088.481,746.108,0.00083214
29881,1754689630,13.59028745,0.0296408,98.704,206.7918,40.1805,341.4204,1259.082,819.369,0.0021621
29884,1754747803,14.39567183,0.0045316,99.6148,239.872,138.0035,344.6046,792.278,727.584,0.00064618
29885,1754726070,14.1345972,0.011857,98.3359,164.6857,165.4575,346.4192,933.234,761.884,9.3939e-05
29887,1754673019,14.32667431,0.0290711,98.7272,301.237,10.5904,138.8866,991.008,574.653,0.00031909
29888,1754681238,14.19384989,0.027662,99.1995,48.5032,23.2335,338.1068,1026.756,628.115,0.00025199
29889,1754682733,14.13222673,0.0155093,99.4669,330.851,29.6346,90.0607,960.445,736.289,0.00020806
29890,1754681210,14.2231172,0.0014382,99.4602,333.0854,75.6175,284.6595,827.896,807.199,0.00069613
29891,1754692149,13.99824476,0.0064517,98.725,228.8338,250.3914,180.3951,941.325,847.485,0.00012522
29892,1754730191,14.29253288,0.0194018,99.1771,1.9059,300.5035,82.7443,933.387,655.073,0.00070521
29893,1754746305,13.79384249,0.0174196,98.549,329.6623,132.1816,252.6574,1094.007,838.14,0.00017841
29894,1754707275,13.80771784,0.0168743,99.5012,274.8004,16.2837,12.7099,1084.998,837.307,0.0003322
29895,1754682248,14.06050556,0.0307183,99.8835,317.3374,326.9473,155.0991,1095.66,650.18,0.00084856
29896,1754669845,13.65200999,0.0241475,99.4323,115.8753,66.4367,0.0438,1195.423,838.282,0.00047913
29897,1754667239,13.56576338,0.0302708,98.6351,100.1761,105.9986,313.4466,1272.963,823.363,0.001579
29898,1754721314,13.68605374,0.0434219,98.2194,231.5223,166.9331,216.2882,1325.156,684.012,0.0014663
29899,1754603548,13.37434525,0.035373,98.6533,34.041,38.0751,324.482,1384.044,853.662,0.00014143
29901,1754656419,13.33164395,0.0378968,98.7464,49.5528,239.6838,146.1701,1419.571,850.135,0.00031436
29904,1754615643,14.43908248,0.0209605,99.0575,249.7709,334.8068,24.3009,894.934,596.299,0.00022718
29906,1754717485,14.46632918,0.0039306,98.7061,320.8733,165.498,194.7348,764.635,708.704,0.0018812
29907,1754693005,14.10793476,0.0083661,99.1216,285.7232,242.1053,299.213,917.187,796.133,0.0010206
29909,1754715450,14.51983552,0.0041424,98.6348,321.2283,40.2531,347.4284,748.579,689.779,0.0016566
29911,1754687587,14.18406136,0.0027611,98.7294,266.0841,151.0702,29.3367,850.655,810.846,0.00060601
29912,1754681985,14.40792032,0.0042582,98.7402,315.3512,234.3605,255.7308,786.263,725.507,0.0013641
29913,1754653812,14.07203771,0.0061639,98.7835,222.8296,266.7283,245.8673,913.629,824.288,0.0001311
29914,1754687045,14.03056332,0.0036955,98.8602,252.888,106.113,70.7892,910.067,856.398,-4.0524e-05
29916,1754686572,13.56785513,0.0271191,99.2073,248.1496,220.0594,320.2992,1248.773,846.026,0.00058698
29917,1754708336,13.70056619,0.0226333,98.8889,92.2536,95.9116,55.8122,1166.347,832.392,0.0011675
29918,1754684054,14.32280092,0.001253,98.8621,300.4972,330.2414,147.723,793.096,775.147,0.0012361
29919,1754732642,13.85037804,0.01372,98.4682,27.8253,326.9532,61.4096,1046.563,845.586,0.0001223
29920,1754727184,14.0311126,0.0124471,98.4053,85.3791,275.946,82.7533,973.424,792.663,0.0007356
29921,1754693742,14.06442108,0.0046967,98.7885,230.6757,63.6122,325.8178,905.624,837.525,0.00042177
29922,1754671883,13.98486767,0.0092809,99.1534,278.5231,352.9264,7.0583,966.581,831.503,2.747e-05
29923,1754638820,14.13580131,0.0017794,98.6916,232.1435,167.4129,205.4418,860.005,834.292,0.0003574
29924,1754700008,14.08843626,0.0025795,98.7412,237.8123,252.7091,133.6966,882.013,844.654,3.3534e-05
29926,1754737474,14.33019543,0.024939,98.2733,215.6873,314.0959,199.5271,960.216,603.099,0.000257
29927,1754663707,14.68881741,0.0017904,99.0931,229.9502,237.0909,249.396,677.252,652.033,0.0019723
29928,1754680571,13.87825023,0.0144612,99.5962,241.6236,77.7857,97.7957,1042.04,830.49,0.00052349
29929,1754676907,14.00623026,0.0132871,98.6285,146.9354,167.6355,249.0507,988.235,795.046,0.00060693
29930,1754710355,14.20632583,0.0165159,99.0614,100.3138,52.3311,97.6696,942.153,704.279,0.00022796
29931,1754685051,14.03807253,0.0032732,98.8774,259.2181,85.4724,87.6672,904.403,856.884,0.00035742
29932,1754567981,14.1656532,0.0039074,98.6394,233.8927,75.7545,87.4258,865.186,808.802,0.00024241
29933,1754715547,14.60435488,0.0005621,98.7511,316.9388,25.2779,356.5067,695.744,687.796,0.0021996
29934,1754700729,14.62446862,0.0101749,98.9202,257.8743,278.7358,80.2327,757.156,613.417,0.00057017
29935,1754693448,14.14154022,0.0150233,98.4787,289.6179,217.6493,317.6657,953.712,736.675,9.3775e-05
29936,1754710391,14.35127451,0.0114043,98.6458,334.2116,198.5989,161.1012,856.217,693.072,0.00015544
29937,1754693106,14.04326416,0.0032196,98.8146,245.73,13.7713,52.5536,902.219,855.489,0.00017824
29938,1754676912,14.07367605,0.0032686,98.7916,214.0754,305.505,230.9064,892.082,844.71,3.8135e-05
29939,1754692551,14.12045012,0.0067084,98.7064,224.1114,136.2548,282.8279,900.889,803.879,6.5034e-05
29940,1754721530,14.18385319,0.0075883,98.6259,234.3977,101.2543,323.0996,885.524,776.117,0.0004718
29942,1754713187,14.29827334,0.0048834,98.651,287.8861,284.7861,74.7913,827.326,757.294,0.00044868
29943,1754692849,14.09637773,0.0034878,98.7299,232.4994,222.9487,198.4797,885.861,835.366,7.6296e-06
29944,1754672612,14.8395122,0.0176027,98.9943,138.4556,272.2899,85.8167,740.013,493.751,0.00052421
29945,1754684041,14.05507403,0.0030816,98.8055,248.1522,355.976,177.4335,897.139,852.438,9.5181e-05
29946,1754689772,14.08105103,0.0080627,98.7711,216.5754,338.709,80.5685,924.272,807.459,0.00020163
29947,1754729545,14.02986699,0.0041418,98.8538,255.4506,110.4338,263.7569,913.549,853.397,8.9432e-05
29948,1754694580,14.06106634,0.0083773,98.8109,210.3965,226.4877,157.2562,933.47,811.985,0.00017905
29949,1754659340,14.06798568,0.0023109,98.7712,240.099,300.6208,190.728,887.1,853.599,-8.3289e-06
29950,1754694943,14.10262146,0.0032217,98.7576,255.4357,238.0452,239.5153,881.791,835.163,0.00013629
29953,1754632032,13.9069202,0.0104796,98.9252,212.0031,251.3646,121.5805,1002.755,849.662,0.00017223
29954,1754701424,14.33456811,0.0074433,100.1623,237.4303,262.8796,96.3915,833.483,726.92,0.00059105
29955,1754709779,14.36806061,0.0006634,99.2834,291.986,251.6933,138.5984,773.814,764.331,0.0012824
29956,1754684801,14.06132636,0.0053638,98.8077,253.2339,11.1965,162.1648,911.53,833.746,0.00010849
29957,1754722236,14.4579444,0.0041675,98.9218,341.3212,189.5873,200.7134,769.082,709.757,0.0038935
29958,1754678224,14.14268135,0.0054463,98.6761,238.7766,333.7314,26.1099,884.143,805.467,0.00021449
29959,1754684456,14.0592331,0.004156,98.8243,254.8519,321.3685,217.8986,903.495,843.221,0.0002764
29960,1754737049,14.16105468,0.0090874,98.6016,211.1471,286.1123,226.668,904.137,772.975,0.00033163
29961,1754709803,14.26069714,0.0074158,98.9635,105.763,307.8201,51.628,858.168,751.632,0.00012516
29962,1754746585,14.07043813,0.0109818,98.7718,233.4305,213.5367,271.2899,949.1,789.915,0.00022415
29963,1754711183,14.28945618,0.0050811,99.0129,101.0093,306.3284,205.4767,831.708,758.811,0.00045707
29964,1754744406,14.02260237,0.0130566,98.3863,74.0013,263.7794,94.8487,980.826,791.136,0.00055616
29965,1754736414,13.95692243,0.0146401,98.9552,219.4738,52.4529,103.262,1015.433,802.072,0.00026768
29966,1754696254,14.2545449,0.0039513,99.5051,57.5489,342.8571,17.1268,835.357,778.576,0.00029553
29967,1754699811,14.22473566,0.0076034,98.8729,296.739,295.2589,188.8971,871.709,762.294,0.0010942
29968,1754682815,14.07149732,0.0090128,98.7938,213.8723,349.2016,83.7622,934.462,803.825,0.00014226
29969,1754691600,14.31751778,0.0044889,98.7767,303.7674,60.0564,353.1764,818.042,753.725,0.0013166
29970,1754676140,14.43256742,0.0091536,98.7977,144.8238,203.6432,185.7665,812.988,682.533,0.00025392
29971,1754670121,14.17631884,0.0024043,98.701,263.1162,167.4732,321.9926,850.713,816.036,0.00057304
29972,1754747647,14.64205276,0.0068101,98.9218,223.0709,38.4383,89.0471,727.694,631.566,0.0015359
29973,1754691067,14.06139311,0.0060151,98.8398,224.319,141.3575,281.4019,916.229,829.001,0.00045178
29974,1754683151,14.14024324,0.0047961,98.9003,305.5064,80.392,38.0891,880.281,810.989,0.0014276
29975,1754702472,13.97957986,0.0113786,99.3578,259.8129,356.3845,33.0722,983.702,818.052,0.00013304
29976,1754693792,13.97897535,0.0267728,98.9143,221.6707,227.2499,199.3957,1095.972,706.202,0.00020629
29977,1754518531,14.04512757,0.01276357,98.4111,90.3597,258.813,113.4208,970.829,785.595,0.00084706983
29978,1754671937,13.95854258,0.0076612,99.0813,273.0743,37.5195,84.7212,964.011,852.367,-3.8893e-05
29979,1754728023,14.25573096,0.0108123,98.3844,250.0556,171.0154,205.5948,884.252,728.885,0.00034672
29980,1754677528,14.06210958,0.0086722,98.5478,36.8513,244.1956,131.3656,935.247,809.491,0.0002029
29982,1754717319,14.65529957,0.0124392,99.3987,24.3475,309.9498,229.5832,763.116,587.636,0.00033236
29985,1754692405,14.10290946,0.0028121,98.7189,239.859,205.4284,229.0046,878.728,838.028,6.2172e-05
29986,1754675075,14.28008608,0.0023759,99.4072,278.7265,0.3093,125.0894,815.448,781.346,0.00091997
29987,1754670727,14.13115613,0.0079511,98.9026,113.2668,229.5438,196.8112,906.193,791.27,0.0011754
29988,1754704303,14.47888308,0.0125658,98.6949,321.18,38.2871,133.4102,821.907,643.204,0.0013457
29989,1754716916,14.15673885,0.0123439,98.6503,203.506,195.2612,175.8911,929.123,750.922,0.00010863
29992,1754717927,14.11541495,0.0089046,98.7232,219.7759,164.0079,209.0571,918.504,789.703,6.624e-05
29993,1754685639,14.0809733,0.0038364,98.8117,260.6921,309.3716,50.4057,893.683,838.101,6.2818e-06
29994,1754705948,14.02547902,0.0129916,98.8452,257.051,204.1624,179.4431,979.347,790.628,0.00030805
29996,1754678151,14.0834438,0.0135682,99.3098,254.0651,77.8082,343.1637,963.322,766.768,0.0013894
29997,1754693937,14.00503272,0.0080912,98.8717,234.9846,317.3496,64.9996,950.879,833.23,0.0005129
29998,1754686656,14.27854066,0.0003578,99.3202,272.9624,304.5436,55.5404,801.483,796.347,0.00061041
29999,1754719537,14.19786561,0.0190609,98.5624,209.3718,129.688,248.9963,963.395,688.758,0.00025392
30000,1754743732,1.00912113,0.0107273,1.4029,26.9424,331.8169,257.0806,36058.438,35157.641,0.0
30001,1754671705,14.36097836,0.0041887,98.9654,290.5397,107.3727,23.8102,801.37,741.475,0.0019418
30003,1754743657,13.85477905,0.0144581,99.557,193.7333,91.6516,30.4795,1050.395,838.652,0.00032645
30004,1754739685,14.16573725,0.0038423,99.2242,38.0065,337.108,83.1433,864.688,809.243,0.00052569
30005,1754645660,13.51833415,0.0349753,99.2836,190.1021,53.1606,310.1072,1325.867,805.178,0.0011947
30007,1754695211,14.24204106,0.0066578,99.1837,116.6459,15.6746,4.6979,859.037,763.307,0.0014451
30008,1754681483,14.62240182,0.0041681,99.3563,160.123,214.0744,172.1676,715.396,656.508,0.0012745
30009,1754687754,14.04400845,0.006139,99.0264,276.6087,326.4002,33.3278,923.147,834.049,0.00069224
30010,1754676608,14.24881661,0.0072715,99.0776,48.6678,211.2298,211.2022,861.153,756.632,0.00010085
30012,1754705940,13.85659719,0.0137593,99.4841,272.9472,119.6503,271.6668,1044.629,843.137,0.00021697
30013,1754746511,13.87722944,0.0128303,99.5888,237.6696,16.9357,107.3315,1030.474,842.773,0.00024493
30015,1754655212,14.30207182,0.0039288,99.2236,215.7645,128.2997,30.5728,819.207,762.874,0.00045526
30016,1754719091,14.74167435,0.0051889,98.9059,220.4286,74.9507,306.2184,684.254,611.341,0.0018367
30017,1754727567,14.60773336,0.0218203,98.7734,258.5116,200.8582,158.3611,844.924,536.436,0.00010859
30018,1754695826,14.71549936,0.0119297,98.7673,293.8964,229.0924,308.6822,740.043,572.21,0.00050581
30019,1754688441,15.05724726,0.0055832,98.1756,191.6819,52.275,308.3516,587.961,510.607,0.0074396
30020,1754740649,14.04182049,0.0185128,98.8463,228.4535,60.9796,89.4633,1013.708,744.995,0.00049474
30021,1754691258,14.04826785,0.0071832,98.8259,215.7947,279.2736,144.4177,929.247,825.015,0.00023492
30022,1754741169,14.23078169,0.0066523,99.0888,65.7013,267.744,159.4753,862.814,767.113,6.0107e-05
30023,1754678970,14.11601152,0.0047653,99.3024,49.7795,55.7514,327.1293,888.363,819.437,0.00028046
30028,1754738044,14.54556756,0.0176262,98.1371,216.8424,256.8241,257.09,835.758,585.855,0.00023979
30035,1754670469,14.36891773,0.011585,99.2707,125.8543,68.9778,355.7311,851.586,685.991,5.8243e-05
30036,1754615316,14.45470671,0.0191096,98.2675,250.3666,233.4736,154.6334,876.516,604.448,0.00025365
30037,1754717553,14.33897012,0.0175263,98.3649,200.8094,68.7656,306.2805,904.17,653.303,0.00020446
30038,1754738916,14.38782099,0.0259676,98.3568,212.0428,119.2159,9.0178,947.953,577.101,0.00022424
30040,1754667534,14.35612881,0.0032458,98.2437,242.5048,333.477,145.0641,796.244,749.821,0.0010847
30041,1754679439,14.12897832,0.0034796,99.4635,320.1479,207.0109,283.2874,874.624,824.325,0.00030631
30043,1754716426,14.22552522,0.028723,98.6263,321.5336,135.7054,226.7503,1023.394,610.077,0.0010258
30044,1754740317,14.47674849,0.0083712,98.2066,145.175,190.4456,169.5001,792.786,673.724,0.0016582
30045,1754700007,14.20189258,0.0097952,99.1853,251.7024,110.258,280.9582,895.268,754.161,0.002166
30047,1754713402,13.94032202,0.0125484,99.9091,9.0222,296.4053,247.6038,1006.048,823.025,0.00042457
30048,1754731982,13.79789721,0.0186224,98.6861,97.5459,222.9974,316.6956,1101.375,827.895,0.00017833
30050,1754694000,13.84671118,0.0172645,96.8013,215.4306,29.6572,24.1885,1073.839,820.896,0.00091568
30052,1754685037,13.72756237,0.0289581,99.3142,249.8119,201.7935,336.7892,1203.053,776.336,0.00043236
30053,1754697914,13.92474547,0.033692,98.5776,42.9554,327.2557,185.1726,1165.862,674.086,0.00097402
30054,1754703202,13.69687186,0.0275515,99.3889,256.3655,331.7639,54.233,1203.994,797.398,0.00036323
30056,1754657667,13.73155958,0.0300192,98.3345,62.219,190.9591,168.4923,1209.398,767.131,0.0014702
30057,1754671360,13.56750018,0.0293927,98.8912,301.4474,111.8419,39.5069,1265.789,829.269,0.00090041
30058,1754740634,13.48033112,0.0317753,99.6498,229.8193,103.2705,46.968,1316.475,842.537,0.00080748
30059,1754720903,13.45403675,0.0326118,98.8202,231.4951,260.9161,160.9587,1332.743,845.696,0.00023433
30060,1754709400,13.43377486,0.0350316,99.3229,96.9619,24.9886,124.655,1358.583,834.87,0.0015091
30061,1754678074,13.45740307,0.037637,101.8759,307.2453,176.4054,307.3448,1368.976,806.972,0.0033396
30062,1754683127,14.06897216,0.0050013,98.7848,233.6015,43.0451,130.8582,906.261,833.761,0.00031514
30063,1754691794,14.15551871,0.0033088,98.5043,205.3644,135.8843,278.6901,864.322,816.553,7.42e-05
30064,1754681171,14.14151902,0.0066955,98.6672,235.6293,111.1704,61.8809,893.565,796.837,0.00013489
30065,1754689135,13.86855774,0.0131625,98.6647,202.7569,15.3693,345.1404,1035.993,843.352,0.00014568
30066,1754718547,14.18981991,0.0116695,98.624,214.928,263.8198,117.9224,912.901,744.698,0.00012024
30067,1754693308,14.43239824,0.0153205,98.7814,103.2218,34.0682,337.5856,856.989,638.643,0.00036593
30068,1754716406,14.11933281,0.0190174,98.7245,212.2263,345.797,13.7898,990.279,715.253,0.00016059
30069,1754646541,14.0508262,0.0050179,98.7856,206.078,47.7928,109.2295,912.652,839.848,0.00026421
30070,1754734275,14.08461706,0.0333148,98.3001,290.7357,318.6149,99.8959,1105.934,623.351,0.00054394
30071,1754715981,14.48988089,0.0042825,98.6597,316.965,128.1759,262.6185,759.394,698.521,0.0019345
