NORAD_CAT_ID,EPOCH_UNIX,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,APOAPSIS,PERIAPSIS,BSTAR
51,1754742671,12.18362299,0.0106732,47.2135,293.7644,348.942,10.9027,1684.833,1514.536,0.00046724
121,1754712212,14.00154584,0.0098187,66.747,97.0978,226.169,133.1247,964.658,821.866,6.08e-05
124,1754736595,14.35117723,0.0072035,66.546,351.7232,342.1053,17.7511,826.202,723.152,0.00015871
125,1754703788,14.07382572,0.0079726,66.8774,350.4953,290.9223,68.3344,926.118,810.571,6.6182e-05
126,1754731663,14.43601289,0.0053552,66.7075,208.2124,132.9542,227.6073,784.781,708.472,0.00042737
127,1754723296,14.47010889,0.0072073,66.8277,60.8309,249.6693,109.666,786.7,684.16,0.00039451
128,1754741207,14.01918379,0.0093241,66.6728,239.3093,177.1702,182.9929,954.904,819.419,8.1753e-05
138,1754706189,14.04296195,0.0030266,67.1547,150.1409,351.3302,8.726,900.922,856.994,0.00027711
148,1754730631,14.1011186,0.0133665,65.7707,213.8514,124.8534,236.5201,955.726,762.256,0.00047092
150,1754744777,13.83492898,0.0050327,66.2488,311.7573,75.6435,285.0215,988.414,914.638,0.00027101
154,1754736348,14.06068996,0.0089196,66.6558,218.7089,232.0513,127.2489,937.533,808.181,0.000242
196,1754723806,8.89680651,0.0099831,91.1035,190.0614,303.2574,55.8763,3558.207,3361.777,-0.00014842
210,1754695013,13.88627355,0.0043524,66.4568,55.9376,160.9678,199.3036,965.27,901.624,0.00048008
224,1754723243,14.11488606,0.007227,66.7336,223.3771,252.6445,121.5489,906.553,802.016,0.00023776
227,1754664664,14.40412512,0.0128523,48.1486,313.8072,211.3743,147.9438,848.843,665.433,0.00011401
230,1754703063,13.96705521,0.0089119,66.883,96.2299,34.704,325.9812,970.136,840.319,9.6812e-05
232,1754704985,14.005731,0.0061553,66.8197,267.5521,321.5673,38.1034,936.562,847.065,0.00012215
233,1754745077,15.39296256,0.0021568,66.8202,312.6583,282.8623,77.0122,462.914,433.468,0.0048732
234,1754730672,14.03827526,0.0070913,66.8741,217.0169,349.4345,10.5247,932.047,829.1,0.00023615
244,1754742055,13.95582187,0.0075331,66.8403,275.3725,302.1042,57.2743,964.031,854.24,0.00014254
253,1754726865,15.09255164,0.0021351,66.9096,190.734,281.0554,78.8185,553.244,523.709,0.0029614
323,1754709559,14.1596207,0.0081967,66.8373,173.0669,312.5836,46.8359,898.2,779.886,0.00023274
334,1754731794,13.91676467,0.0083091,66.9218,222.6007,323.713,35.8332,983.428,862.1,5.9831e-05
351,1754738695,14.78503105,0.0030194,66.7413,251.576,220.2312,139.6577,655.228,612.882,0.0012196
402,1754712246,14.65852712,0.0031007,66.6548,23.4491,206.286,153.6684,696.209,652.473,0.0019337
407,1754743213,15.34356345,0.0007807,66.2928,265.9659,230.2009,129.8451,468.176,457.494,0.0084304
461,1754740493,14.93306782,0.0033072,67.4961,252.4044,266.536,93.1993,610.673,564.598,0.001875
469,1754736631,14.34327963,0.0050674,66.8313,252.9319,66.3943,294.2468,813.562,741.043,0.00030931
470,1754705011,14.08768231,0.0064168,66.2322,357.1046,162.8652,197.4618,910.061,817.123,0.0002177
510,1754706593,13.70019323,0.0015882,80.5126,273.1222,174.5335,204.09,1011.221,987.786,9.391e-05
511,1754745455,13.68516766,0.0032559,80.4296,140.9805,58.8544,122.6388,1028.941,980.864,7.6003e-05
516,1754733864,13.92577347,0.0089437,65.9928,215.6977,304.6962,54.5708,984.883,854.346,0.00015941
538,1754702352,14.6160121,0.0009207,67.8045,64.8741,242.6639,117.3548,694.516,681.505,0.001036
545,1754659521,13.70781504,0.0165427,67.2314,280.012,283.2814,74.9855,1118.769,874.768,0.00038313
629,1754698313,8.65566249,0.0066061,87.3305,220.9421,320.7246,38.8828,3708.072,3575.685,0.010108
631,1754694331,8.55877752,0.0166257,88.4024,234.3828,34.8845,326.2772,3885.198,3549.509,0.0
644,1754716802,13.60858039,0.0143082,67.0989,291.9379,335.0183,56.9892,1138.611,926.543,0.0012236
656,1754541024,12.72257291,0.0669208,66.2895,125.3983,275.2625,77.2424,1891.457,854.064,-0.00077305
660,1754746425,14.97309492,0.0012833,66.5019,17.8836,34.1798,33.7224,584.139,566.292,0.0020936
720,1754744275,14.50126102,0.0110555,58.4708,164.0421,29.1585,331.5555,803.77,646.707,0.00025265
732,1754705417,13.99657305,0.0433296,78.5533,257.7203,134.844,228.8796,1210.125,579.843,0.0016527
739,1754736930,13.8487477,0.0637238,30.4281,322.3475,292.2449,61.1774,1413.412,479.886,7.8328e-05
831,1754712230,12.69536628,0.1290474,60.6753,269.0943,223.4205,125.7802,2385.491,382.169,0.0018662
977,1754432728,13.78897712,0.0125889,80.0463,122.3094,253.823,104.9036,1060.278,875.324,0.00021812
1313,1754026670,12.00771697,0.1172934,96.4352,309.2801,284.5249,62.8746,2622.271,732.547,-0.00022481
1335,1754747124,13.86047627,0.0528805,56.0766,320.6951,329.1343,27.9501,1329.636,555.397,0.00022724
1389,1754740587,13.14256173,0.0021094,89.8475,223.8159,276.3738,204.0761,1222.741,1190.742,0.0018551
1392,1754709463,14.9607225,0.0192718,55.8635,94.2211,104.7933,257.4525,713.126,444.971,0.0022675
1399,1754515916,12.99754721,0.0009849,90.2596,17.3528,49.2919,310.9057,1270.579,1255.528,0.0028469
1549,1754703449,12.64284256,0.0844219,56.1632,77.9984,32.2695,332.711,2062.406,748.219,0.00019626
1576,1754709139,11.81928702,0.1399862,34.2236,170.2282,152.4249,215.8235,2902.419,623.182,0.00087926
1617,1754664875,12.34727399,0.0238486,56.1294,164.3166,262.0769,277.4136,1717.611,1340.461,0.0015819
1634,1754725680,12.48446779,0.0854647,56.152,193.0344,20.5318,342.786,2141.824,800.176,0.00041311
1835,1754704378,15.057411,0.0012013,32.393,198.1781,111.1928,249.0018,557.556,540.912,0.000268
1883,1754716496,15.18681323,0.0015079,32.091,260.2957,228.4169,131.5199,520.213,499.441,0.00025356
1915,1754735352,14.58105192,0.0029134,31.8781,329.25,340.4815,19.4708,719.92,678.681,7.7344e-05
1942,1754714873,13.13047711,0.0332177,67.2714,295.1131,105.8463,292.7237,1463.501,959.288,0.0021018
2092,1754662646,12.34326037,0.1299612,79.8599,267.8893,28.45,338.1641,2558.598,502.902,0.00025017
2141,1754726833,14.05381445,0.0115202,90.2275,250.4142,334.2493,25.298,958.782,791.662,0.00029299
2153,1754662018,12.38559567,0.128289,79.7471,345.3592,331.4509,30.367,2525.027,500.408,0.0001248
2224,1754558221,12.52160405,0.0138195,101.1311,153.4358,123.4756,354.8853,1563.73,1347.217,0.00018448
2226,1754484580,13.51161018,0.0246274,89.0709,336.777,234.0484,123.7599,1251.371,884.613,0.00018514
2329,1754711007,13.92068903,0.0020739,144.2869,319.1688,159.3285,232.6232,936.53,906.253,0.00045785
2367,1754739098,8.92780739,0.275262,84.5557,139.9252,136.4182,249.0548,6138.994,735.414,0.0
2375,1754727377,8.74856909,0.1625482,86.467,94.561,159.7361,207.6453,5187.996,1953.629,0.24652
2377,1754301750,8.68852467,0.0548569,87.3714,194.0804,261.0943,92.7456,4164.877,3068.317,0.023425
2380,1754704368,8.68187372,0.0477108,87.2211,109.335,131.088,233.2206,4098.801,3144.601,0.43484
2684,1754507142,14.06567287,0.0453868,39.9605,126.625,268.5309,86.3433,1200.166,542.123,0.00028769
2775,1753917436,12.71685044,0.0125453,100.9276,226.2652,67.4569,3.9786,1472.352,1277.819,2.5434e-05
2789,1754714192,15.27741818,0.0026552,32.2675,279.3176,233.9248,125.8958,500.783,464.35,0.0029264
2888,1754484942,11.87419998,0.0721265,59.2033,330.918,43.9579,42.688,2323.048,1152.317,-0.00025493
2934,1754739173,12.50889025,0.0357764,55.5952,301.031,165.8641,217.567,1741.229,1180.332,0.0032413
2949,1754700135,8.84497552,0.2258892,85.599,57.6934,92.6675,42.956,5729.388,1267.388,0.0048274
2977,1754686588,12.56853209,0.0059685,101.564,185.08,157.3882,270.1743,1482.601,1389.324,0.00010093
3045,1754735891,12.44554579,0.0290547,55.4305,8.4791,66.06,331.7186,1715.886,1258.827,0.0010588
3051,1754690213,12.6227713,0.0089924,101.1175,203.0094,26.9398,29.659,1483.628,1343.496,7.9601e-05
3124,1754743955,13.56429002,0.033148,66.986,277.303,295.7667,60.9534,1294.885,802.516,0.0035629
3127,1754513982,12.84873146,0.0320985,105.3345,248.0215,113.6339,62.319,1569.102,1074.78,9.1235e-05
3164,1754716282,14.03725829,0.0056559,66.7469,150.2041,267.1596,92.3015,921.98,839.867,0.00046223
3166,1754746383,13.44918405,0.0041442,89.9811,333.9118,185.6695,188.3265,1121.969,1060.062,0.00011695
3213,1754542465,13.89012445,0.0049109,90.222,106.3063,235.6538,251.1853,967.996,896.196,0.00024886
3373,1754712538,14.48850184,0.0156778,30.9752,175.6992,15.4383,345.095,840.839,617.978,0.002198
3416,1754612755,12.6714054,0.0119168,101.6818,345.6712,51.3716,12.4535,1486.226,1300.998,-9.852e-06
3454,1754709513,15.05972315,0.0016177,32.2596,217.8331,157.93,202.2059,559.73,537.319,0.00043578
3462,1754714321,15.23634709,0.0013977,32.0192,204.7297,214.3085,145.6673,504.497,485.284,0.00030899
3506,1754742126,12.90934612,0.0954917,62.3661,306.4356,201.104,154.7916,2030.809,564.829,0.00018593
3509,1754738943,16.02995748,0.0016371,62.3066,341.389,62.5725,297.708,277.007,255.252,0.0032562
3549,1754711870,14.59641756,0.0273495,62.302,140.9917,252.4566,104.6457,887.761,500.904,0.0005561
3561,1754745388,14.34280468,0.0375984,62.2691,282.5838,225.8531,131.1047,1046.499,508.422,0.0012831
3565,1754740324,14.22304187,0.0444914,62.2784,228.9654,164.7514,196.7472,1137.72,497.426,0.00066678
3583,1754726626,12.85440485,0.0707807,62.0769,203.1977,69.0603,298.4628,1864.531,774.819,0.00075456
3591,1754703388,14.03879667,0.0089401,90.2111,75.0889,39.3003,321.4621,945.285,815.502,0.00010925
3606,1754717795,13.05311077,0.0741028,62.2525,171.5912,212.4376,142.8965,1805.979,676.728,0.00040675
3618,1754535275,12.55881433,0.0083999,80.5387,92.1942,142.6055,334.4298,1505.664,1374.321,0.00038587
3679,1754693770,13.97216547,0.0512788,62.7473,156.6873,196.2049,162.2063,1276.843,530.061,0.00044203
3686,1754722081,13.16079489,0.0653794,62.2566,181.0976,101.9854,265.516,1695.171,704.297,0.0020664
3713,1754658109,13.12515508,0.0630993,62.223,267.2382,292.6618,60.8853,1692.469,734.422,0.001727
3743,1754577817,12.20675283,0.0261284,56.6638,331.6992,52.0107,44.5385,1797.788,1381.419,-0.00071904
3744,1754743666,13.99495008,0.0131683,66.9764,161.3704,333.6579,25.7848,991.328,799.764,0.0019395
3745,1754744308,12.50965425,0.0165001,56.0176,159.3962,253.5784,289.4247,1589.799,1331.124,-8.5295e-05
3750,1754734916,14.6591473,0.0198639,78.572,111.147,176.5132,183.7503,814.228,534.056,0.0030003
3753,1754691574,15.68360052,0.0049465,62.3885,60.7937,47.5105,313.0185,396.943,330.247,0.0033094
3755,1754693364,12.80882142,0.0777268,62.2437,178.6009,50.523,316.1921,1937.672,738.183,0.0021967
3784,1754735497,13.35353928,0.0619401,62.2484,118.8443,351.9394,7.2007,1591.485,661.792,0.001186
3790,1754714004,13.39737784,0.0701575,62.9987,43.1147,287.0007,65.5323,1635.625,584.891,0.00019382
3810,1754695402,13.51829873,0.0061676,89.9755,216.3488,111.524,279.1287,1111.445,1019.626,0.00064351
3843,1754717626,13.03010383,0.0693256,62.2655,159.6779,42.63,322.6408,1779.167,721.473,0.0037751
3901,1754736394,12.95368377,0.0830503,61.2691,242.3044,117.9924,250.7605,1916.328,644.258,0.0003096
3911,1754725951,13.39993759,0.0792182,62.9195,196.9178,52.8066,314.2627,1702.446,516.163,0.0015178
3927,1754710193,14.87252039,0.0181228,38.9768,19.6541,355.696,4.2251,733.11,479.946,0.0028492
3978,1754736585,14.6975632,0.0034238,32.5654,329.3284,36.1634,324.1329,685.952,637.745,0.0001137
4008,1754713793,13.97562717,0.0536445,62.8471,32.5528,163.7885,198.1105,1292.802,511.697,0.00097103
4026,1754547650,14.17285199,0.0408513,38.8197,301.1037,215.2446,142.064,1129.198,539.903,0.0032235
4133,1754706778,15.11981611,0.0018048,69.9007,103.8553,319.3062,40.6754,542.627,517.691,0.0014941
4158,1754734644,14.12697491,0.0043468,70.018,103.5689,243.2529,116.4135,881.578,818.738,0.00024539
4187,1754745077,15.14002604,0.001088,69.9544,181.0263,178.6229,181.4969,531.52,516.501,0.0021127
4209,1754706962,14.04983734,0.0040004,70.0323,166.2093,8.6199,351.5589,905.612,847.569,0.00010463
4216,1754708724,14.24430461,0.0048338,70.1074,16.2711,206.7131,153.1501,845.158,775.662,0.00016339
4276,1754590033,15.25964568,0.0010745,70.0479,357.7166,277.9344,82.061,495.27,480.515,0.0019906
4277,1754746592,14.07348107,0.0043679,70.0239,340.0196,282.3661,77.2564,900.115,836.81,0.00010875
4432,1754736859,14.2997521,0.0053394,69.9772,284.6936,206.5982,153.2401,830.099,753.532,0.00018033
4438,1754706330,14.64560996,0.0049621,70.0951,261.7678,257.2095,102.35,713.503,643.472,0.00031412
4451,1754698736,14.54183231,0.0032486,70.0325,67.88,189.1958,170.8588,735.053,688.987,0.00043834
4453,1754712142,14.11029482,0.0033972,70.1328,132.733,202.6132,157.3487,880.428,831.278,5.6983e-05
4499,1754609596,12.5128928,0.0027763,101.369,240.7255,247.6416,141.5217,1480.867,1437.35,0.00014799
4603,1754716596,13.86620084,0.0019158,99.5033,316.6898,5.8778,23.7414,954.523,926.481,0.00052455
4607,1754711198,12.31115094,0.0615548,100.1842,178.5413,67.0689,313.4662,2032.171,1056.82,0.0013327
4614,1754714808,13.91852131,0.0077633,100.1047,211.8611,208.5252,151.1646,978.824,865.475,0.00055422
4615,1754744221,13.72543553,0.0060163,100.1197,328.167,182.7099,189.0435,1034.787,946.124,0.0003363
4616,1754732722,12.72957361,0.0978259,62.7933,228.9934,53.3806,315.3184,2127.879,611.958,0.00049395
4617,1754710651,14.38279995,0.0307727,62.9411,243.9222,293.2816,63.6137,983.978,544.4,0.00074927
4635,1754730359,13.05140394,0.0910698,62.8174,182.4604,182.9158,176.6313,1935.984,548.052,-0.00012691
4654,1754704905,14.14763623,0.0028499,100.0129,350.5425,206.0462,153.9275,863.698,822.539,0.0013476
4655,1754607785,13.69152799,0.0053825,99.9653,314.412,222.3626,137.3356,1042.343,962.889,0.00022024
4657,1754745318,13.71593439,0.0016751,100.14,78.0621,127.1445,286.2342,1006.207,981.509,0.00049102
4667,1754715899,13.65775857,0.068941,62.9237,44.5897,94.2469,273.7599,1524.452,505.103,0.0012923
4668,1754738798,12.87037897,0.0927277,62.9828,285.7839,298.9228,52.1828,2026.514,600.095,7.4318e-05
4679,1754713585,13.68336987,0.0016519,100.1655,20.1777,264.7366,274.4697,1017.747,993.352,0.00042683
4683,1754729822,13.34814732,0.0123611,100.4548,251.7569,106.6063,272.4169,1221.452,1035.867,0.0004318
4688,1754740830,13.5358688,0.0019538,100.0483,315.1428,321.1766,56.4335,1073.624,1044.562,0.00022683
4689,1754702662,13.55938978,0.0070692,99.3805,65.6619,87.8652,66.5868,1103.004,997.975,0.00033935
4705,1754725551,13.58655518,0.0042845,100.0163,341.0354,295.5986,87.4427,1072.37,1008.799,0.0006356
4708,1754706586,13.87978451,0.006553,100.053,281.5815,211.2339,167.3481,983.654,887.798,0.001245
4710,1754735003,13.55835498,0.0003958,100.1803,219.7045,215.7439,303.9727,1053.808,1047.927,0.0002337
4715,1754710592,13.82288728,0.0035011,99.1552,286.4289,220.7693,167.3079,981.459,930.105,3.147e-05
4716,1754708911,14.05056556,0.0007213,99.9551,337.5916,90.617,89.652,881.572,871.107,0.00098139
4727,1754726929,14.22176216,0.0464609,62.6878,131.8572,126.2267,238.268,1152.344,483.665,0.0011975
4733,1754709673,14.64780923,0.0097554,99.8862,180.5159,143.5884,217.2001,746.614,608.948,0.00060922
4735,1754709860,14.96827942,0.0015258,99.6229,172.245,351.9205,8.1763,587.318,566.095,0.0040589
4736,1754718257,14.02329627,0.0086734,100.0585,207.7052,330.194,29.4298,948.744,822.739,0.00089309
4738,1754711157,14.15104521,0.004988,100.084,178.9228,48.6717,311.8728,877.972,805.945,0.0015113
4739,1754698907,13.97214628,0.0002369,99.9632,59.4076,122.4776,32.2157,905.183,901.733,0.001262
4744,1754744766,13.56811003,0.0014668,100.1625,241.4883,289.9923,69.9634,1058.198,1036.415,0.00014774
4745,1754721743,13.97595485,0.0027967,100.0755,165.4434,101.2189,259.2116,922.496,881.775,0.001143
4749,1754740433,13.85143118,0.0016238,99.0158,63.2014,117.2573,243.0239,957.596,933.811,0.00093013
4751,1754710500,13.87015756,0.0006822,100.127,290.9609,152.0686,208.0835,944.102,934.118,0.0010573
4753,1754746688,13.84061627,0.0006782,99.9775,328.2945,57.8368,302.3442,954.488,944.548,0.0011654
4764,1754728318,14.38376721,0.002489,99.51,249.9893,248.507,111.346,781.645,746.092,0.0034082
4768,1754700393,13.71477465,0.0031142,100.2009,242.7097,89.8939,298.1588,1017.233,971.314,0.00037529
4774,1754724158,13.81468797,0.0043035,99.7172,341.3951,195.2504,194.3392,990.258,927.11,0.0010135
4777,1754711776,13.90517515,0.0008451,99.9411,308.0908,174.3662,216.1717,932.993,920.646,0.00072524
4778,1754708085,13.55510796,0.0036249,100.0064,276.9537,114.7999,275.9841,1078.988,1025.12,0.00027936
4819,1754709499,14.34354309,0.0035242,100.0893,183.1999,74.6933,285.8137,802.432,751.998,0.0024633
4821,1754703241,13.59076295,0.0008696,100.0561,253.1004,282.1289,107.5752,1045.503,1032.603,0.00034802
4823,1754555957,12.65934542,0.0919774,63.0231,248.2635,359.7078,0.3263,2113.826,683.268,0.00025524
4842,1754713111,14.08397973,0.0019183,99.9217,189.8492,40.8943,319.3658,878.755,850.967,0.00037821
4857,1754660854,14.27760883,0.0044364,99.7629,84.7765,269.565,90.0444,831.069,767.385,0.00072845
4868,1754708875,14.00657492,0.0054265,99.7479,267.9177,180.1439,179.9716,930.97,852.072,0.00093935
4912,1754740231,14.24356332,0.0039058,99.7198,304.4872,101.3196,259.2372,838.738,782.582,0.0011136
4919,1754663659,14.18281566,0.0040519,100.077,274.6263,235.1422,124.5936,860.384,801.961,0.00076053
4921,1754721057,14.49386271,0.0040528,99.7188,341.3663,279.7499,79.9114,756.454,698.857,0.0016098
4928,1754738314,12.73251543,0.0432415,99.7375,175.1316,270.4382,219.0905,1703.711,1033.739,0.0043541
4932,1754716875,13.97118033,0.0031765,99.8045,216.8335,84.1745,339.3921,926.925,880.663,0.0015753
4934,1754695673,13.74940912,0.0004957,100.0002,326.7772,252.8647,171.4152,985.536,978.239,0.0004488
4945,1754698148,13.93568277,0.0089163,99.8903,246.0888,226.4192,132.954,981.193,851.117,0.0014772
4951,1754741712,13.61084289,0.0017305,100.1514,199.8706,176.9698,308.4036,1044.579,1018.933,0.00026177
4971,1754729707,12.84614251,0.0340286,99.9026,174.5823,154.5461,357.9078,1585.033,1060.917,0.0021338
4988,1754716739,13.66760818,0.0017159,99.9947,199.9339,359.8495,16.7898,1023.904,998.546,0.00049399
4997,1754579961,13.99845352,0.004395,99.9429,93.5607,285.2848,74.3458,926.295,862.37,0.00064338
5012,1754710216,14.36189257,0.0376417,65.7365,122.1539,6.9856,353.6274,1040.229,502.009,0.0027776
5014,1754713215,13.82621396,0.0567021,65.5827,37.7702,39.7737,324.3494,1370.387,538.824,0.00074295
5016,1754707071,13.62605875,0.066796,65.8124,117.8894,232.9643,120.8522,1520.821,531.656,0.00039228
5018,1754724729,12.80393248,0.100372,65.7113,71.3042,333.9578,21.4039,2114.565,565.218,3.7683e-05
5026,1754582163,13.76774866,0.0033265,100.203,100.3625,159.503,266.3635,999.812,950.889,0.00088006
5036,1754576329,14.2993785,0.0019422,89.9352,253.2018,275.1438,84.7541,805.866,778.015,0.00064345
5066,1754610188,14.02935479,0.0064567,99.8998,61.7806,256.1901,103.2071,930.537,836.763,0.00069466
5067,1754740306,13.65040924,0.0005974,100.0314,101.7138,326.3063,155.9137,1021.849,1013.012,0.00041724
5076,1754744405,12.87086965,0.0995997,62.7946,164.2369,172.0555,189.764,2079.154,547.063,9.3675e-05
5151,1754658811,13.65062657,4.85e-05,100.1098,74.0344,312.4442,76.7411,1017.711,1016.993,0.0004712
5156,1754693470,13.67722248,0.0638713,65.6799,196.2296,158.6214,204.2871,1479.509,536.015,0.00037004
5187,1754712736,13.76493467,0.0608146,65.647,280.9215,233.0852,121.3018,1423.613,529.092,0.00095596
5192,1754693927,15.00432096,0.0160561,65.531,341.8012,195.7689,163.8405,677.054,454.076,0.0026395
5203,1754689708,13.17352136,0.0222678,99.8583,269.5901,89.6454,82.3705,1363.487,1026.219,0.00022349
5222,1754700812,13.59831749,0.0646953,65.7226,77.5523,82.2874,285.1106,1515.985,556.626,0.0015626
5240,1754693134,12.8185509,0.0840686,62.8696,96.2028,218.1436,135.711,1982.373,685.672,0.00033978
5280,1754709301,13.42095998,0.0725708,65.657,260.0793,73.4357,294.508,1644.286,558.682,0.0004296
5322,1754734323,13.19965993,0.0705554,61.318,186.3801,177.0838,183.4622,1718.461,651.242,0.00058873
5347,1754666496,13.86462554,0.004379,99.9245,112.1661,295.2541,95.2244,973.107,909.005,0.00051142
5359,1754727378,13.73358484,0.0004999,99.9866,165.1375,96.6234,55.939,991.222,983.858,0.00059068
5389,1754619991,13.11208506,0.0201452,99.8438,274.7311,311.8637,74.9671,1371.525,1065.454,-7.963e-05
5416,1754735029,13.79978627,0.0056104,65.7851,54.2532,114.8283,321.6987,1005.157,922.772,0.00088748
5430,1754503950,14.20226273,0.0058238,70.1083,358.0502,23.3255,337.0486,866.537,782.642,0.00021773
5446,1754569788,13.74704624,0.0082299,100.4795,54.3252,322.2404,94.9233,1043.31,922.152,0.001226
5507,1754723129,14.33315915,0.0023122,99.2932,238.4823,254.6971,105.1655,797.223,764.118,0.0014156
5515,1754076143,2.65898456,0.6616372,27.9057,51.9069,147.4308,353.023,30192.079,1068.737,0.0
5531,1754693296,14.37500687,0.0040858,66.6632,301.0194,262.4502,97.1957,795.963,737.577,0.00049141
5597,1754717586,15.53270822,0.0019812,66.5358,49.3733,245.2062,114.7036,420.629,393.743,0.0068111
5696,1754746413,13.56016426,0.0054101,99.4928,328.2419,234.9507,144.1681,1090.395,1010.019,0.00047845
5698,1754704595,13.60142578,0.0009141,99.3747,77.5463,351.2142,162.0802,1041.952,1028.399,0.00039696
5702,1754706175,8.74873376,0.1817341,86.1531,111.2337,146.8812,226.0357,5378.728,1762.648,0.41579
5720,1754746513,14.06452828,0.0105056,66.7288,319.0952,189.6293,170.2783,947.7,795.375,9.8422e-05
5745,1754711038,14.5071354,0.0068588,67.0647,237.7444,288.997,70.3718,772.028,674.613,0.0027441
5748,1754725002,13.6770707,0.0127569,67.5557,71.8348,299.7076,241.7612,1102.038,913.595,0.0006988
5826,1754731459,13.97063989,0.0068005,66.6823,6.5598,116.5096,244.298,953.504,854.46,0.00051572
5957,1754713653,14.96563096,0.0013617,99.6187,312.4317,211.8687,148.1705,586.999,568.056,0.0074383
5975,1754735209,3.25471094,0.6525053,25.6779,52.6669,69.0234,346.5983,25405.465,305.434,0.0023846
5991,1754482754,2.63603862,0.655207,27.9814,16.7229,36.0516,174.6318,30261.655,1254.229,0.0
6014,1754606453,14.03498086,0.0051613,100.0236,307.3495,265.4215,94.1051,919.179,844.239,0.0010592
6139,1754661308,14.00831812,0.0070887,98.9343,97.107,121.1883,239.6256,942.446,839.39,0.0010384
6157,1754687408,14.1907127,0.0015064,99.8804,4.1784,165.9172,194.2423,839.353,817.641,0.0017806
6167,1754694592,13.68725909,0.0033176,100.1236,220.1242,36.6114,18.3441,1028.642,979.659,0.00054891
6176,1754690324,13.08290511,0.046697,65.7242,200.869,173.3088,187.448,1585.048,874.514,0.00025621
6216,1754663771,14.38989958,0.021777,99.0311,100.8095,275.4056,82.2323,917.327,606.352,0.00036652
6289,1754723599,13.28029679,0.0007571,73.9868,58.8051,292.5879,242.4843,1159.909,1148.504,0.0010962
6752,1754611809,13.15428864,0.0656105,62.2726,219.9844,70.9923,296.0961,1699.584,704.881,0.0016611
6764,1754690023,12.38120502,0.0746496,62.3548,32.1082,298.6305,218.5976,2103.771,925.394,0.0025479
6842,1754736601,12.45621413,0.0653628,66.7337,15.5237,332.2666,54.5803,1996.682,969.048,3.3077e-05
7026,1754721465,12.63602644,0.0124224,102.0873,320.8667,32.8584,353.5857,1504.836,1311.388,0.00027207
7034,1754602074,12.43815998,0.0015484,102.08,196.1544,233.7378,183.1426,1502.654,1478.286,0.00026756
7054,1754701074,13.03771367,0.0313237,101.5476,235.4685,202.4966,182.7213,1486.21,1008.493,0.0010237
7058,1754713507,12.54666097,0.0005766,101.8113,204.9845,352.9075,25.848,1449.551,1440.53,0.0025639
7059,1754725888,12.28060178,0.0111099,102.0056,341.0681,152.7648,232.0469,1645.795,1469.463,0.0027295
7065,1754735620,12.34129347,0.004555,101.8258,200.3993,300.5088,215.0769,1567.619,1495.561,0.0026867
7074,1754742192,12.72192553,0.0176323,101.9276,316.5852,9.1252,13.8828,1509.694,1236.353,3.3729e-05
7083,1754609317,12.32544089,0.0067448,102.4542,226.3196,38.2425,349.856,1591.766,1484.976,0.0008679
7084,1754731758,12.25183905,0.0152886,101.809,177.8897,195.9069,317.3259,1691.561,1448.528,0.00028379
7091,1754727729,11.96346798,0.0273699,102.1146,358.5273,313.9301,71.0398,1918.283,1476.237,-0.0014705
7092,1754745472,13.06889167,0.0317141,101.8008,131.6739,349.9168,192.3834,1476.669,993.768,0.0011117
7126,1754729150,12.4084552,0.0281325,101.9558,196.1192,130.9914,30.3005,1724.74,1281.306,0.0056557
7136,1754715300,12.53805687,0.0049194,101.5606,201.5768,337.6292,37.0841,1487.122,1410.116,-0.00017475
7140,1754736028,12.36299447,0.0019917,102.3876,202.0585,205.0274,308.8804,1538.067,1506.596,0.00072784
7151,1754692095,12.17801138,0.0154675,102.7441,345.5312,270.6062,215.3813,1725.57,1478.7,0.0018845
7152,1754710489,12.28537053,0.0080444,102.247,180.1403,267.9786,105.9334,1619.397,1491.753,-0.0001286
7155,1754583074,12.40269064,0.0126888,102.3773,122.203,11.1772,45.6785,1605.498,1405.431,0.00069989
7161,1754616628,12.41237215,0.0014506,102.2409,242.2626,342.5152,43.9982,1512.795,1489.935,0.0002909
7166,1754663205,12.41421069,0.0014913,102.2321,219.4254,116.4947,2.5227,1512.336,1488.837,0.00059869
7167,1754691642,12.54998849,0.0040226,101.9522,12.3233,40.9085,128.2843,1475.121,1412.194,0.0026424
7168,1754727505,12.11116076,0.0179771,102.2763,2.8346,312.3847,78.4157,1775.464,1487.485,0.0010668
7174,1754696043,12.08939327,0.0294069,102.1036,287.1438,344.5559,189.5128,1876.906,1405.265,-0.0038373
7175,1754559064,12.9384674,0.0196219,102.6095,27.475,126.4926,302.5262,1436.687,1135.906,0.0023296
7180,1754711672,12.79087314,0.0148209,102.2429,296.2435,44.9159,344.9516,1459.61,1230.678,-0.0012077
7182,1754714443,12.77145572,0.0338588,102.5048,349.4498,122.6519,358.6281,1614.736,1091.204,-4.1163e-05
7185,1754731911,12.23394749,0.0147685,101.8072,23.754,153.3481,236.7994,1695.289,1460.294,0.0018592
7191,1754745100,12.13403104,0.0242972,102.1503,118.233,179.2362,304.2934,1815.773,1427.04,-0.00067425
7193,1754695926,12.0915836,0.0295492,101.8536,302.8134,25.9752,149.9089,1877.05,1403.184,-0.0033947
